Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Ethan Roberts","CHC",2.0252,2.0891,0,4.3026,42,0,0,0.7209,,42,181.661,39.9194,21.5324,20.0788,5.866,17.3068,1.0329,2.0433,39.442,8.45186,3.7086,2.27899,1.257,0.217119,0.0952698,0.1218489408493042,0.245944,1.36253,0.291047,0.72824,0.388671,,4.45476,0.0349276,-0.0127999,999,,,,,,,158,3.761904761904762,157,3.738095238095238,7.07,5.95,5.25,4.72,4.27,3.87,3.47,3.07,2.58,5.45,5.13,4.91,4.73,4.57,4.41,4.25,4.07,3.83,"Ethan Roberts","24930",681799
"Travis Adams","MIN",3.2754,3.8474,1.1573,4.53064,53.24,3.24,0,4.1785,,68.1543,296.396,71.6775,36.8958,34.3091,9.32957,23.0834,1.3121,2.7648,53.0621,7.00703,3.04824,2.29871,1.232,0.179024,0.0778803,0.10114408284425735,0.264935,1.39039,0.299525,0.708267,0.425896,,4.49536,0.0344279,-0.0150805,999,,,,,,,249.30000000000007,3.6661764705882365,267,3.926470588235294,7.51003,6.28694,5.53707,4.96716,4.48589,4.05528,3.64,3.21004,2.70009,5.59511,5.32711,5.13711,4.98179,4.83912,4.70646,4.5638,4.40113,4.1858,"Travis Adams","30180",701519
"Scott Alexander","SFG",1.6107,1.622,0,4.04312,33,0,0,0,,33,142.919,34.2938,16.2231,14.8248,3.43567,12.191,1.2931,1.3836,24.7551,6.75139,3.32482,2.0306,0.937,0.173211,0.0853001,0.08791063725948334,0.265136,1.40863,0.305062,0.726138,0.511,,4.22233,0.0341636,0.126162,999,,,,,,,129.90000000000003,3.9363636363636374,137,4.151515151515151,7.12,5.84,5.06,4.48,4,3.57,3.16,2.74,2.25,5.23,4.92,4.71,4.54,4.38,4.23,4.08,3.9,3.67,"Scott Alexander","10591",518397
"Isaac Mattson","PIT",2.987,3.2821,0,4.44278,64,0,2.149,13.1025,,64,279.72,61.1968,33.729,31.5931,8.82489,28.3074,1.7435,2.5681,59.0722,8.30703,3.98073,2.08681,1.241,0.211183,0.101199,0.10998427122831345,0.245924,1.3985,0.289432,0.722951,0.35005,,4.52897,0.0337256,0.0508307,999,,,,,,,291.30000000000007,4.551562500000001,290,4.53125,6.81,5.91,5.33,4.89,4.5,4.15,3.8,3.43,2.97,5.54,5.24,5.03,4.86,4.71,4.56,4.4,4.23,4,"Isaac Mattson","20385",676755
"Sammy Peralta","MIL",0.4813,0.4983,0,4.09662,10,0,0,0.621,,10,42.955,9.9905,4.9233,4.5518,1.31222,3.3139,0.2841,0.4235,8.3357,7.50213,2.98251,2.51537,1.181,0.194057,0.0771482,0.11690839380025864,0.254745,1.33044,0.293486,0.73087,0.429025,,4.29511,0.0333683,0.0250605,999,,,,,,,46.7,4.67,48,4.8,8.59,6.27,4.99,4.11,3.43,2.86,2.35,1.87,1.37,5.17,4.89,4.7,4.54,4.4,4.26,4.11,3.95,3.74,"Sammy Peralta","25589",671111
"David Morgan","SDP",2.8415,2.8404,0,4.05935,58,0,0,11.7954,,58,250.216,53.7956,28.243,26.1603,7.20489,24.4726,1.5423,2.8607,56.5703,8.77815,3.79747,2.31158,1.118,0.226086,0.0978059,0.12827996164560318,0.241363,1.34945,0.292825,0.733708,0.420658,,4.21312,0.0330802,0.168493,999,,,,,,,283.70000000000005,4.891379310344829,280,4.827586206896552,6.48,5.54,4.96,4.5,4.12,3.76,3.42,3.06,2.62,5.17,4.87,4.66,4.49,4.34,4.2,4.04,3.87,3.65,"David Morgan","31616",688158
"Connor Phillips","CIN",2.6544,2.8313,0,4.34215,56,0,0,7.2906,,56,244.009,50.8242,28.926,27.0178,8.16356,26.4137,1.3847,3.0516,59.9812,9.63984,4.24506,2.27084,1.312,0.245816,0.108249,0.13756665587425232,0.236894,1.37925,0.2914,0.734124,0.388524,,4.46656,0.0325317,0.194112,999,,,,,,,244.40000000000012,4.3642857142857165,237,4.232142857142857,6.81,5.85,5.25,4.78,4.38,4.02,3.66,3.28,2.82,5.39,5.11,4.92,4.76,4.61,4.47,4.33,4.16,3.95,"Connor Phillips","27649",683175
"Ben Kudrna","KCR",0.848,1.0568,0.5986,4.75418,9.62,1.62,0,0.666,,17.234,76.07,18.1661,9.8018,9.10372,2.29212,7.3722,0.2491,0.7147,13.042,6.81084,3.84994,1.76908,1.197,0.171447,0.0969134,0.07453398406505585,0.267215,1.48186,0.301506,0.704746,0.449875,,4.75834,0.0323976,0.00423412,999,,,,,,,60.40000000000002,3.5529411764705894,65,3.823529411764706,9.84007,7.21222,5.77151,4.77007,3.99328,3.34114,2.75899,2.21148,1.6279,5.88649,5.60113,5.39578,5.23042,5.08506,4.9397,4.78899,4.61363,4.38827,"Ben Kudrna","sa3018253",695667
"Brendan Beck","NYY",0.6051,0.5705,0,3.99177,12,0,0,0.691,,12,50.612,11.5325,5.7289,5.32236,1.75067,3.3478,0.3071,0.4188,10.6579,7.99342,2.51085,3.18355,1.313,0.21058,0.0661464,0.1444341316819191,0.246182,1.24003,0.284051,0.736272,0.39488,,4.19703,0.0317528,0.00263762,999,,,,,,,50.000000000000014,4.166666666666668,51,4.25,8.15,6.04,4.87,4.05,3.41,2.87,2.39,1.93,1.43,5.07,4.77,4.57,4.41,4.26,4.11,3.96,3.8,3.58,"Brendan Beck","sa3020680",694341
"Brandyn Garcia","ARI",2.8249,2.6612,0,3.94473,56,0,1.13,9.8108,,56,243.902,54.6723,26.8338,24.545,5.27022,24.1917,1.4471,3.4829,49.638,7.97754,3.88795,2.05186,0.847,0.203516,0.0991862,0.10433001816272736,0.252846,1.40829,0.306238,0.727841,0.496347,,4.06836,0.0317119,0.28454,999,,,,,,,273.9000000000001,4.89107142857143,279,4.982142857142857,6.42,5.48,4.88,4.43,4.04,3.69,3.34,2.98,2.54,5.08,4.79,4.59,4.42,4.27,4.13,3.98,3.81,3.59,"Brandyn Garcia","33568",805299
"Alan Rangel","PHI",1.0131,1.1852,0.6068,4.6114,12.62,1.62,0,0.6364,,20.234,86.546,20.3925,11.0375,10.3674,3.50947,6.3327,0.3134,0.6231,16.5601,7.36586,2.81676,2.61501,1.561,0.191344,0.0731715,0.1181730106472969,0.256219,1.32081,0.28365,0.719225,0.354894,,4.78436,0.0309615,0.0776027,999,,,,,,,63.8,3.19,65,3.25,9.2926,6.90287,5.56616,4.63227,3.90207,3.291,2.73993,2.20798,1.64234,5.64334,5.36965,5.17509,5.02052,4.87596,4.7414,4.59683,4.42771,4.21314,"Alan Rangel","19524",660604
"Shane Murphy","CHW",0.7976,0.8677,0,4.14895,17,0,0,0.5829,,17,72.126,17.639,8.4496,7.83691,2.49711,4.318,0.4377,0.533,12.4867,6.61061,2.286,2.89178,1.322,0.173123,0.0598675,0.11325596645474434,0.262192,1.29159,0.289569,0.73167,0.411788,,4.43173,0.0302439,0.0889398,999,,,,,,,67.40000000000002,3.964705882352942,72,4.235294117647059,7.94,6.16,5.13,4.38,3.78,3.27,2.79,2.33,1.8,5.2,4.93,4.74,4.58,4.44,4.3,4.16,4,3.79,"Shane Murphy","sa3020389",690294
"Zach Pop","PHI",1.1707,1.1804,0,4.16857,24,0,0,0.6364,,24,103.851,24.6918,12.1307,11.1162,2.74667,8.9196,0.6789,1.0409,18.7878,7.04542,3.34485,2.10635,1.03,0.180911,0.0858884,0.09502267837524414,0.262985,1.40047,0.303294,0.721651,0.515361,,4.30233,0.0286566,0.0980155,999,,,,,,,87.70000000000002,3.6541666666666672,93,3.875,7.61,6.11,5.22,4.56,4.02,3.54,3.09,2.64,2.12,5.34,5.04,4.83,4.66,4.51,4.36,4.21,4.04,3.81,"Zach Pop","20185",647315
"Chen Zhong-Ao Zhuang","ATH",0.398,0.3857,0,4.14739,8,0,0,0.6384,,8,33.599,7.9533,3.9513,3.68657,1.19911,1.9916,0.2039,0.2649,6.8419,7.69714,2.24055,3.43538,1.349,0.203634,0.0592756,0.14435846358537674,0.253754,1.24311,0.289861,0.725078,0.383533,,4.2194,0.0277797,0.027373,999,,,,,,,38.10000000000001,4.762500000000001,39,4.875,8.9,6.32,4.94,4,3.28,2.7,2.18,1.71,1.21,5.19,4.91,4.71,4.55,4.41,4.27,4.13,3.96,3.75,"Chen Zhong-Ao Zhuang","sa3018174",800018
"Sam Aldegheri","LAA",1.6341,2.8259,2.1506,5.26882,6.48,6.48,0,0,,36.3229,163.175,38.5124,22.647,21.2643,6.21122,17.2597,0.1426,2.0712,26.2185,6.49636,4.27657,1.51906,1.539,0.160677,0.105774,0.05490300804376602,0.267737,1.53545,0.289919,0.703646,0.382279,,5.51109,0.0263565,-0.0270936,999,,,,,,,86.20000000000002,2.394444444444445,97,2.6944444444444446,8.4,7.15,6.36,5.76,5.25,4.78,4.33,3.85,3.28,6.39,6.1,5.9,5.73,5.58,5.44,5.28,5.11,4.88,"Sam Aldegheri","26443",691951
"Ben Casparius","LAD",2.762,2.6261,0,4.43776,55,0,0,13.2996,,55,236.052,52.8036,28.8729,27.1196,8.80611,20.1614,1.2598,2.293,51.7942,8.47541,3.29914,2.56898,1.441,0.219419,0.0854108,0.1340077593922615,0.247211,1.32664,0.28757,0.727155,0.354343,,4.55794,0.0248041,0.0141756,999,,,,,,,248.5,4.5181818181818185,248,4.509090909090909,6.91,5.94,5.33,4.86,4.46,4.09,3.72,3.34,2.88,5.46,5.18,4.99,4.83,4.69,4.55,4.41,4.25,4.03,"Ben Casparius","30085",676508
"K.C. Hunt","MIL",0.2956,0.2922,0,3.9127,6,0,0,0.621,,6,25.306,5.7088,2.8186,2.60847,0.787333,1.8619,0.1536,0.2072,5.5246,8.2869,2.79285,2.96718,1.181,0.218312,0.0735754,0.1447364240884781,0.245678,1.26178,0.290781,0.73466,0.420069,,4.03404,0.02472,0.0150282,999,,,,,,,26.500000000000007,4.416666666666668,27,4.5,8.87,6.02,4.55,3.58,2.87,2.29,1.81,1.37,0.93,4.96,4.68,4.49,4.33,4.19,4.05,3.91,3.75,3.54,"K.C. Hunt","sa3022937",687268
"Ron Marinaccio","SDP",2.0863,2.2239,0,4.351,44,0,0,0.6537,,44,192.224,41.5149,22.8666,21.2715,5.74933,19.8588,0.9871,2.6706,40.801,8.34566,4.06203,2.05455,1.176,0.212258,0.103311,0.10894683748483658,0.244645,1.39486,0.290436,0.722126,0.408808,,4.51531,0.024578,-0.0569648,999,,,,,,,159.60000000000002,3.627272727272728,159,3.6136363636363638,7.08,5.99,5.31,4.79,4.35,3.95,3.57,3.16,2.68,5.45,5.16,4.96,4.79,4.64,4.5,4.35,4.18,3.95,"Ron Marinaccio","23488",676760
"Nick Burdi","NYM",0.4156,0.3681,0,3.7373,8,0,0,0.7173,,8,34.35,6.8281,3.6029,3.32204,0.898667,3.725,0.2028,0.4126,8.681,9.76612,4.19062,2.33047,1.011,0.252722,0.108443,0.14427948743104935,0.226003,1.31914,0.28738,0.747738,0.417454,,3.97682,0.0235124,0.00687237,999,,,,,,,38.7,4.8375,37,4.625,8.25,5.77,4.46,3.58,2.91,2.37,1.9,1.47,1.03,4.85,4.55,4.33,4.16,4.01,3.86,3.71,3.54,3.31,"Nick Burdi","16074",595897
"Ryan Lambert","NYM",0.6101,0.5654,0,3.94563,12,0,0,0.7173,,12,51.791,10.244,5.6578,5.26084,1.5,5.8863,0.3143,0.5078,13.1757,9.88177,4.41473,2.23837,1.125,0.254401,0.113655,0.14074647426605225,0.225654,1.34419,0.284624,0.74642,0.373246,,4.16271,0.0235096,0.0103541,999,,,,,,,47.20000000000002,3.933333333333335,43,3.5833333333333335,8.08,5.97,4.81,3.99,3.36,2.82,2.34,1.88,1.39,5.1,4.77,4.54,4.36,4.19,4.03,3.87,3.69,3.45,"Ryan Lambert","sa3025613",822038
"Chris Roycroft","STL",1.8962,2.0221,0,4.10417,40,0,0,0.6663,,40,174.825,40.0465,19.9383,18.2407,4.07556,17.571,1.0302,1.6759,31.7544,7.14474,3.95347,1.80721,0.917,0.181635,0.100506,0.08112913370132446,0.257405,1.44044,0.300388,0.725832,0.501599,,4.31549,0.0231142,0.060767,999,,,,,,,150.8,3.7700000000000005,156,3.9,6.94,5.81,5.11,4.58,4.13,3.73,3.34,2.94,2.46,5.23,4.95,4.76,4.6,4.45,4.31,4.16,4,3.78,"Chris Roycroft","31261",688297
"Gordon Graceffo","STL",2.7746,2.907,0,4.06404,58,0,0,12.0227,,58,248.075,59.2389,28.3978,26.1905,7.09533,17.2216,1.3974,2.0851,46.0155,7.14034,2.67232,2.67196,1.101,0.18549,0.0694209,0.11606933921575546,0.258947,1.31828,0.296848,0.722454,0.442646,,4.13735,0.022331,0.193547,999,,,,,,,272.70000000000005,4.701724137931035,282,4.862068965517241,6.47,5.56,4.98,4.53,4.15,3.8,3.46,3.1,2.66,5.09,4.84,4.66,4.51,4.38,4.25,4.11,3.96,3.76,"Gordon Graceffo","29519",700669
"Tristan Beck","SFG",1.0095,1.0476,0,4.07604,21,0,0,0.6515,,21,89.782,20.7304,10.2541,9.51076,2.66933,6.6261,0.5448,0.8121,18.3056,7.84526,2.83976,2.76265,1.144,0.203889,0.0738021,0.13008731603622437,0.251754,1.30269,0.294303,0.724082,0.40565,,4.10679,0.0215485,0.0607666,999,,,,,,,79.9,3.804761904761905,82,3.9047619047619047,7.56,5.98,5.04,4.36,3.81,3.33,2.88,2.43,1.92,5.13,4.85,4.66,4.5,4.36,4.22,4.08,3.92,3.71,"Tristan Beck","21584",663941
"Luke Jackson",,1.9116,2.0067,0,4.26369,40,0,0,0,,40,174.52,38.7028,20.51,18.9497,4.60444,18.4223,1.2363,1.6911,36.6684,8.25039,4.14502,1.99044,1.036,0.21011,0.10556,0.10455019026994705,0.250655,1.42813,0.301399,0.722492,0.459,,4.30667,0.0215401,-0.0113459,999,,,,,,,147.1,3.6774999999999998,149,3.725,7.11,5.96,5.25,4.71,4.26,3.85,3.46,3.04,2.55,5.4,5.1,4.9,4.73,4.58,4.43,4.28,4.1,3.88,"Luke Jackson","11752",592426
"Marco Gonzales","SDP",0.4739,0.6367,0.6053,4.87246,1.62,1.62,0,0,,9.0626,39.696,9.866,5.2383,4.90635,1.55172,2.9629,0.057,0.3193,6.2844,6.24099,2.94243,2.12103,1.541,0.158313,0.0746398,0.08367342501878738,0.270941,1.41559,0.290936,0.712298,0.377823,,5.06065,0.0213639,0.0484139,999,,,,,,,19.000000000000007,2.111111111111112,22,2.4444444444444446,9.91,7.32,5.89,4.89,4.11,3.45,2.87,2.31,1.7,5.98,5.69,5.49,5.32,5.17,5.02,4.87,4.7,4.47,"Marco Gonzales","15467",594835
"José Buttó","SFG",3.1059,3.1637,0,3.97612,64,0,2.4,12.9636,,64,276.339,61.2629,30.6682,28.2746,7.19644,24.8417,1.4588,2.717,59.6236,8.38457,3.49336,2.40014,1.012,0.215763,0.0898957,0.12586677819490433,0.246253,1.34538,0.297133,0.729143,0.436052,,4.02549,0.0202924,0.126108,999,,,,,,,326.9,5.1078125,327,5.109375,6.28,5.41,4.86,4.44,4.07,3.74,3.41,3.07,2.64,4.99,4.74,4.56,4.41,4.28,4.15,4.02,3.87,3.67,"Jose Butto","23313",676130
"Thomas Harrington","PIT",0.9387,1.1584,0.6052,4.59412,11.62,1.62,0,0.6584,,19.1668,82.457,19.6865,10.4226,9.78385,3.00706,5.8438,0.2892,0.8462,15.3183,7.19289,2.74403,2.62129,1.412,0.185773,0.0708709,0.1149023175239563,0.259829,1.33201,0.290372,0.708602,0.355064,,4.62339,0.0202854,0.119435,999,,,,,,,64.69999999999999,3.405263157894736,69,3.6315789473684212,9.35261,6.89783,5.53609,4.5887,3.85044,3.22739,2.67913,2.15087,1.58783,5.63261,5.35305,5.16348,5.00348,4.86392,4.72392,4.57435,4.41479,4.2,"Thomas Harrington","31989",802419
"Richard Lovelady","WSN",0.3812,0.4024,0,3.94542,8,0,0,0.6515,,8,34.276,7.7938,3.8163,3.50704,0.893333,2.9312,0.2045,0.441,6.9116,7.77555,3.2976,2.35794,1.005,0.201645,0.0855176,0.11612790077924728,0.252196,1.34063,0.298736,0.729202,0.47046,,4.12348,0.0201863,0.0266978,999,,,,,,,35.10000000000001,4.387500000000001,36,4.5,8.66,6.11,4.75,3.84,3.14,2.57,2.07,1.61,1.14,5.08,4.78,4.57,4.4,4.25,4.11,3.96,3.79,3.56,"Richard Lovelady","19337",663992
"Jhancarlos Lara","ATL",0.506,0.4737,0,3.97618,10,0,0,0.6492,,10,44.033,8.7804,4.8114,4.41798,0.972222,5.819,0.2672,0.5857,10.9722,9.87498,5.2371,1.88558,0.875,0.249181,0.132151,0.11703042685985565,0.233346,1.45994,0.304011,0.73937,0.476378,,4.126,0.0197099,0.0313542,999,,,,,,,43.300000000000004,4.33,42,4.2,8.43,6.13,4.87,4,3.33,2.77,2.28,1.81,1.31,5.08,4.8,4.6,4.44,4.29,4.15,4.01,3.84,3.63,"Jhancarlos Lara","sa3019367",702910
"Michael Tonkin","MIN",1.6202,1.7104,0,4.32904,34,0,0,0,,34,146.615,33.2939,17.5324,16.3542,4.60889,12.0012,0.7825,2.0283,30.9032,8.18026,3.17679,2.57501,1.22,0.210778,0.0818552,0.12892268598079681,0.251113,1.33221,0.295498,0.714748,0.397,,4.31742,0.0178651,-0.0250082,999,,,,,,,124.30000000000003,3.6558823529411772,125,3.676470588235294,7.34,6.08,5.3,4.72,4.23,3.79,3.38,2.95,2.44,5.4,5.11,4.92,4.75,4.6,4.46,4.31,4.15,3.92,"Michael Tonkin","10315",543859
"Adam Macko","TOR",0.8975,0.8659,0,4.04916,18,0,0,0.6524,,18,77.519,16.9244,8.731,8.09832,2.392,6.8738,0.4704,0.9553,16.6014,8.3007,3.4369,2.41517,1.196,0.214159,0.0886725,0.12548666447401047,0.242853,1.32212,0.286655,0.736804,0.397158,,4.32294,0.0178005,0.00820979,999,,,,,,,78.40000000000002,4.355555555555557,78,4.333333333333333,7.72,6,5,4.28,3.71,3.21,2.74,2.29,1.78,5.11,4.83,4.63,4.47,4.33,4.19,4.04,3.88,3.67,"Adam Macko","sa3011555",671936
"Riley Martin","CHC",1.0037,0.9556,0,3.89673,20,0,0,0.7209,,20,87.222,18.1148,9.4528,8.6594,2.10444,10.5332,0.5293,0.8297,19.5674,8.80533,4.73994,1.85769,0.947,0.22434,0.120763,0.10357706993818283,0.238795,1.4324,0.295463,0.746843,0.470611,,4.25072,0.0174937,0.146949,999,,,,,,,84.60000000000001,4.23,82,4.1,7.43,5.82,4.88,4.2,3.64,3.16,2.72,2.28,1.79,5.01,4.72,4.52,4.36,4.22,4.07,3.93,3.76,3.55,"Riley Martin","sa3017601",702303
"Jose Corniell","TEX",0.3931,0.3906,0,4.09105,8,0,0,0.6445,,8,34.072,7.5726,3.907,3.63649,1.08622,2.8013,0.2061,0.3474,7.6289,8.58251,3.15146,2.72334,1.222,0.223905,0.0822171,0.14168819040060043,0.244883,1.29674,0.292072,0.73046,0.395784,,4.17378,0.0171205,0.00816592,999,,,,,,,37.10000000000001,4.637500000000001,38,4.75,8.83,6.25,4.88,3.94,3.23,2.65,2.14,1.67,1.18,5.23,4.91,4.69,4.51,4.35,4.19,4.03,3.85,3.61,"Jose Corniell","27984",692030
"Scott McGough",,1.1327,1.2183,0,4.39502,24,0,0,0,,24,104.393,23.8229,12.6133,11.72,3.31733,9.75,0.6111,0.9022,21.0276,7.88535,3.65625,2.15668,1.244,0.201427,0.0933971,0.10803022980690002,0.254136,1.39887,0.295487,0.724528,0.423001,,4.51125,0.0165844,-0.047557,999,,,,,,,87.30000000000001,3.6375000000000006,90,3.75,7.84,6.33,5.42,4.75,4.2,3.71,3.26,2.79,2.25,5.49,5.2,5.01,4.84,4.69,4.55,4.4,4.23,4.01,"Scott McGough","12056",543518
"Trevor Stephan","CLE",0.7502,0.8171,0,4.24711,16,0,0,0.6803,,16,68.376,15.1224,8.0874,7.55042,2.18489,5.8521,0.3926,0.7802,15.3043,8.60867,3.29181,2.61518,1.229,0.223826,0.085587,0.1382385715842247,0.244922,1.31091,0.292343,0.719321,0.388564,,4.24088,0.0157964,0.0101806,999,,,,,,,67.80000000000001,4.237500000000001,67,4.1875,8.14,6.28,5.21,4.44,3.82,3.29,2.81,2.33,1.8,5.35,5.05,4.84,4.66,4.51,4.36,4.2,4.03,3.8,"Trevor Stephan","19932",663986
"Jorge López",,1.4434,1.4954,0,4.19886,30,0,0,0,,30,129.926,30.1538,15.1786,13.9962,3.52333,11.1989,1.1696,1.7658,25.6097,7.68291,3.35967,2.2868,1.057,0.19711,0.0861945,0.11091543734073639,0.25781,1.37842,0.303211,0.718673,0.474,,4.25107,0.0156556,0.0680251,999,,,,,,,107.80000000000001,3.5933333333333337,111,3.7,7.35,6.02,5.21,4.61,4.11,3.66,3.24,2.81,2.3,5.32,5.03,4.83,4.67,4.52,4.37,4.22,4.05,3.83,"Jorge Lopez","14527",605347
"Tate Kuehner","MIL",0.5838,0.5918,0,3.99135,12,0,0,0.621,,12,52.061,11.2607,5.7826,5.3218,1.39467,5.3715,0.3159,0.5873,11.122,8.3415,4.02863,2.07056,1.046,0.213634,0.103177,0.11045695841312408,0.244255,1.38602,0.293758,0.73909,0.451826,,4.28206,0.0156166,0.0300666,999,,,,,,,55.90000000000001,4.658333333333334,55,4.583333333333333,8.2,6.1,4.92,4.1,3.45,2.91,2.42,1.96,1.45,5.08,4.8,4.6,4.44,4.3,4.16,4.02,3.85,3.64,"Tate Kuehner","sa3023099",804249
"Jared Lyons","CIN",0.4303,0.6927,0.5539,5.31742,1.62,1.62,0,0,,9.234,41.131,9.9532,5.8115,5.45567,1.69906,3.9526,0.0377,0.346,6.8912,6.71657,3.85244,1.74346,1.656,0.167543,0.0960978,0.07144489139318466,0.270229,1.50593,0.292263,0.702196,0.401474,,5.43112,0.0148138,-0.00360114,999,,,,,,,18.000000000000007,2.000000000000001,21,2.3333333333333335,10.57,7.93,6.45,5.4,4.58,3.88,3.25,2.64,1.98,6.56,6.22,5.99,5.8,5.62,5.45,5.28,5.08,4.82,"Jared Lyons","sa3020483",805723
"Ken Waldichuk","WSN",0.4702,0.5093,0,4.10612,10,0,0,0.6515,,10,43.048,9.2627,4.8963,4.56236,1.34444,4.1898,0.2652,0.4557,9.7574,8.78166,3.77082,2.32885,1.21,0.226663,0.0973286,0.1293346881866455,0.2412,1.34525,0.290039,0.739498,0.378417,,4.32508,0.0137917,0.0334458,999,,,,,,,50.300000000000004,5.03,49,4.9,8.55,6.23,4.96,4.08,3.4,2.84,2.33,1.86,1.35,5.15,4.87,4.67,4.51,4.37,4.23,4.09,3.92,3.71,"Ken Waldichuk","27681",686610
"Yoniel Curet","PHI",0.4696,0.6515,0.5994,5.06224,1.62,1.62,0,0,,9.234,41.445,9.0937,5.5503,5.19386,1.45487,4.9179,0.038,0.6561,7.7535,7.55702,4.79327,1.57659,1.418,0.187079,0.118661,0.06841838359832764,0.253511,1.51739,0.2865,0.706593,0.402283,,5.31494,0.0134425,-0.0166211,999,,,,,,,28.900000000000013,3.2111111111111126,30,3.3333333333333335,10.19,7.59,6.14,5.13,4.33,3.65,3.05,2.47,1.84,6.25,5.93,5.71,5.53,5.37,5.21,5.05,4.87,4.62,"Yoniel Curet","sa3015446",692414
"Emmanuel Clase","CLE",0.0527,0.0452,0,3.2319,1,0,0,0,,1,4.127,0.9166,0.3966,0.3591,0.0885556,0.2663,0.0271,0.0383,1.01,9.09,2.3967,3.79272,0.797,0.24473,0.0645263,0.18020354211330414,0.239797,1.1829,0.303998,0.742547,0.511327,,3.18016,0.0134382,0.0549623,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Emmanuel Clase","21032",661403
"Lazaro Estrada","TOR",1.043,1.0142,0,4.11832,21,0,0,0.6524,,21,88.682,20.0016,10.268,9.60941,3.22467,5.8992,0.5317,0.8717,19.3088,8.2752,2.52823,3.27312,1.382,0.217731,0.0665208,0.15120993554592133,0.244187,1.23337,0.282546,0.730974,0.35079,,4.2597,0.0131655,0.0625256,999,,,,,,,87.5,4.166666666666667,87,4.142857142857143,7.57,5.98,5.05,4.37,3.81,3.33,2.88,2.43,1.92,5.13,4.85,4.66,4.51,4.37,4.23,4.09,3.93,3.72,"Lazaro Estrada","24914",681751
"Joey Estes","ATH",1.6178,1.7128,0,4.58921,34,0,0,0.6384,,34,144.804,35.0342,18.3686,17.337,6.06711,7.9602,1.2553,1.8267,27.596,7.30482,2.10711,3.46675,1.606,0.190575,0.0549722,0.13560261949896812,0.25948,1.26454,0.285801,0.713782,0.319277,,4.69517,0.0124829,0.0147823,999,,,,,,,116.80000000000001,3.435294117647059,122,3.588235294117647,7.33,6.21,5.52,4.98,4.53,4.12,3.72,3.31,2.8,5.56,5.3,5.12,4.97,4.83,4.7,4.56,4.41,4.2,"Joey Estes","26257",683155
"Joe Kelly",,0.0541,0.0439,0,3.22335,1,0,0,0,,1,4.219,0.8146,0.3949,0.35815,0.083,0.4578,0.023,0.0487,1.2024,10.8216,4.1202,2.62647,0.747,0.284996,0.108509,0.17648731917142868,0.219421,1.2724,0.30143,0.758952,0.493998,,3.32884,0.0121968,0.0554705,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Joe Kelly","9761",523260
"Cody Laweryson","MIN",1.1127,1.2382,0,4.54676,24,0,0,0.6268,,24,104.621,24.5585,12.9851,12.1247,3.416,8.8117,0.6292,0.9909,19.6907,7.38401,3.30439,2.23461,1.281,0.18821,0.084225,0.10398487001657486,0.259006,1.39042,0.294826,0.71307,0.392275,,4.5699,0.0121611,-0.054827,999,,,,,,,89.70000000000002,3.7375000000000007,95,3.9583333333333335,8.03,6.5,5.58,4.9,4.34,3.84,3.37,2.89,2.34,5.72,5.4,5.17,4.99,4.83,4.67,4.5,4.32,4.07,"Cody Laweryson","26429",689520
"Peter Lambert","HOU",0.5823,0.5932,0,4.29159,12,0,0,0.6558,,12,51.858,11.8441,6.153,5.72212,1.66267,4.5127,0.3141,0.4511,11.1599,8.36992,3.38453,2.473,1.247,0.215201,0.0870203,0.12818078696727753,0.252571,1.36307,0.298824,0.727333,0.413653,,4.31733,0.0121334,0.0173396,999,,,,,,,44.000000000000014,3.666666666666668,45,3.75,8.61,6.46,5.25,4.4,3.73,3.16,2.65,2.15,1.61,5.31,5.05,4.87,4.72,4.58,4.45,4.32,4.16,3.96,"Peter Lambert","17969",663567
"David Sandlin","CHW",0.5543,0.6212,0,4.3101,12,0,0,0.5829,,12,51.326,11.7004,6.1465,5.7468,1.84,4.0864,0.3114,0.4331,10.5313,7.89847,3.0648,2.57716,1.38,0.205185,0.0796166,0.1255679354071617,0.249974,1.31557,0.286347,0.729729,0.374332,,4.50313,0.0119604,0.026372,999,,,,,,,47.000000000000014,3.916666666666668,48,4,8.61,6.46,5.24,4.39,3.72,3.15,2.64,2.14,1.61,5.38,5.09,4.89,4.72,4.57,4.43,4.28,4.11,3.88,"David Sandlin","sa3020606",689818
